"Localidades";"Períodos";"Matrículas na Educação Infantil ";"Matrículas na Educação Infantil - Rede Municipal ";"Matrículas na Educação Infantil - Rede Particular ";"Matrículas no Ensino Fundamental ";"Matrículas no Ensino Fundamental - Rede Estadual ";"Matrículas no Ensino Fundamental - Rede Municipal ";"Matrículas no Ensino Fundamental - Rede Privada ";"Matrículas no Ensino Médio ";"Matrículas no Ensino Médio - Rede Estadual ";"Matrículas no Ensino Médio - Rede Municipal ";"Matrículas no Ensino Médio - Rede Particular ";"Matrículas na Educação Especial ";"Matrículas na Educação Especial - Rede Estadual ";"Matrículas na Educação Especial - Rede Municipal ";"Matrículas na Educação Especial - Rede Particular ";"Cód. IBGE"
"Luiziânia";"2015";"260";"260";"-";"527";"187";"340";"-";"133";"133";"-";"-";"14";"8";"6";"-";3527702
"Luiziânia";"2016";"263";"263";"-";"541";"198";"343";"-";"112";"112";"-";"-";"9";"4";"5";"-";3527702
"Luiziânia";"2017";"295";"295";"-";"555";"214";"341";"-";"100";"100";"-";"-";"10";"6";"4";"-";3527702
"Luiziânia";"2018";"283";"283";"";"577";"228";"349";"";"78";"78";"";"";"8";"5";"3";"";3527702
"Lupércio";"2014";"256";"256";"-";"522";"233";"289";"-";"191";"191";"-";"-";"-";"-";"-";"-";3527801
"Lupércio";"2015";"261";"261";"-";"519";"204";"315";"-";"144";"144";"-";"-";"9";"4";"5";"-";3527801
"Lupércio";"2016";"253";"253";"-";"519";"209";"310";"-";"144";"144";"-";"-";"13";"6";"7";"-";3527801
"Lupércio";"2017";"270";"270";"-";"526";"206";"320";"-";"144";"144";"-";"-";"12";"6";"6";"-";3527801
"Lupércio";"2018";"247";"247";"";"514";"213";"301";"";"149";"149";"";"";"13";"8";"5";"";3527801
"Lutécia";"2014";"160";"160";"-";"368";"183";"185";"-";"127";"127";"-";"-";"-";"-";"-";"-";3527900
"Lutécia";"2015";"152";"152";"-";"379";"190";"189";"-";"145";"145";"-";"-";"4";"2";"2";"-";3527900
"Lutécia";"2016";"142";"142";"-";"355";"172";"183";"-";"126";"126";"-";"-";"4";"2";"2";"-";3527900
"Lutécia";"2017";"162";"162";"-";"348";"136";"212";"-";"128";"128";"-";"-";"5";"2";"3";"-";3527900
"Lutécia";"2018";"150";"150";"";"349";"141";"208";"";"116";"116";"";"";"3";"-";"3";"";3527900
"Macatuba";"2014";"788";"634";"154";"2051";"852";"1199";"-";"680";"680";"-";"-";"37";"-";"-";"37";3528007
"Macatuba";"2015";"785";"626";"159";"1955";"776";"1145";"34";"606";"606";"-";"-";"62";"17";"10";"35";3528007
"Macatuba";"2016";"780";"618";"162";"2020";"852";"1136";"32";"538";"538";"-";"-";"59";"14";"11";"34";3528007
"Macatuba";"2017";"883";"637";"246";"2018";"867";"1121";"30";"501";"501";"-";"-";"61";"13";"17";"31";3528007
"Macatuba";"2018";"883";"594";"289";"2010";"843";"1136";"31";"469";"469";"";"";"65";"17";"14";"34";3528007
"Macaubal";"2014";"161";"161";"-";"740";"648";"92";"-";"232";"232";"-";"-";"-";"-";"-";"-";3528106
"Macaubal";"2015";"141";"141";"-";"706";"613";"93";"-";"235";"235";"-";"-";"5";"4";"1";"-";3528106
"Macaubal";"2016";"159";"128";"31";"700";"635";"65";"-";"223";"223";"-";"-";"9";"9";"-";"-";3528106
"Macaubal";"2017";"183";"143";"40";"700";"641";"59";"-";"208";"208";"-";"-";"9";"8";"1";"-";3528106
"Macaubal";"2018";"218";"218";"-";"654";"311";"343";"";"201";"201";"";"";"6";"4";"2";"";3528106
"Macedônia";"2014";"131";"131";"-";"384";"191";"193";"-";"119";"119";"-";"-";"4";"-";"4";"-";3528205
"Macedônia";"2015";"122";"122";"-";"397";"185";"212";"-";"121";"121";"-";"-";"7";"1";"6";"-";3528205
"Macedônia";"2016";"145";"145";"-";"382";"178";"204";"-";"123";"123";"-";"-";"10";"1";"9";"-";3528205
"Macedônia";"2017";"137";"137";"-";"388";"164";"224";"-";"114";"114";"-";"-";"12";"1";"11";"-";3528205
"Macedônia";"2018";"146";"146";"";"377";"158";"219";"";"121";"121";"";"";"17";"6";"11";"";3528205
"Magda";"2014";"122";"122";"-";"279";"146";"133";"-";"128";"128";"-";"-";"-";"-";"-";"-";3528304
"Magda";"2015";"116";"116";"-";"277";"127";"150";"-";"132";"132";"-";"-";"17";"13";"4";"-";3528304
"Magda";"2016";"109";"109";"-";"264";"101";"163";"-";"127";"127";"-";"-";"12";"8";"4";"-";3528304
"Magda";"2017";"111";"111";"-";"269";"111";"158";"-";"110";"110";"-";"-";"15";"12";"3";"-";3528304
"Magda";"2018";"127";"127";"";"301";"122";"179";"";"88";"88";"";"";"10";"8";"2";"";3528304
"Mairinque";"2014";"2321";"2212";"109";"7347";"-";"7007";"340";"2050";"2011";"-";"39";"-";"-";"-";"-";3528403
"Mairinque";"2015";"2461";"2338";"123";"7238";"-";"6925";"313";"1922";"1879";"-";"43";"93";"15";"77";"1";3528403
"Mairinque";"2016";"2515";"2395";"120";"7139";"-";"6845";"294";"2064";"2021";"-";"43";"144";"10";"134";"-";3528403
"Mairinque";"2017";"2452";"2352";"100";"7008";"-";"6706";"302";"2096";"2029";"-";"67";"177";"18";"144";"15";3528403
"Mairinque";"2018";"2506";"2414";"92";"6866";"";"6565";"301";"2028";"1971";"";"57";"192";"29";"151";"12";3528403
"Mairiporã";"2014";"3300";"2737";"563";"11410";"4593";"5584";"1233";"4047";"3750";"-";"297";"94";"-";"-";"94";3528502
"Mairiporã";"2015";"3395";"2837";"558";"10956";"4111";"5535";"1310";"4047";"3750";"-";"297";"277";"92";"79";"106";3528502
"Mairiporã";"2016";"3621";"3140";"481";"10771";"3978";"5449";"1344";"4146";"3844";"-";"302";"284";"115";"79";"90";3528502
"Mairiporã";"2017";"3594";"3100";"494";"10769";"3960";"5434";"1375";"3786";"3484";"-";"302";"292";"114";"80";"98";3528502
"Mairiporã";"2018";"3781";"3214";"567";"11133";"4242";"5380";"1511";"3165";"2868";"";"297";"281";"101";"83";"97";3528502
"Manduri";"2014";"360";"337";"23";"1086";"499";"587";"-";"275";"275";"-";"-";"-";"-";"-";"-";3528601
"Manduri";"2015";"372";"348";"24";"1076";"481";"595";"-";"292";"292";"-";"-";"22";"9";"13";"-";3528601
"Manduri";"2016";"371";"347";"24";"1088";"446";"635";"7";"286";"286";"-";"-";"24";"7";"17";"-";3528601
"Manduri";"2017";"405";"379";"26";"1059";"425";"622";"12";"282";"282";"-";"-";"20";"8";"12";"-";3528601
"Manduri";"2018";"374";"341";"33";"1058";"425";"608";"25";"268";"268";"";"";"20";"6";"14";"";3528601
"Marabá Paulista";"2014";"129";"129";"-";"403";"168";"235";"-";"111";"111";"-";"-";"-";"-";"-";"-";3528700
"Marabá Paulista";"2015";"117";"117";"-";"397";"149";"248";"-";"101";"101";"-";"-";"2";"1";"1";"-";3528700
"Marabá Paulista";"2016";"119";"119";"-";"384";"131";"253";"-";"124";"124";"-";"-";"5";"4";"1";"-";3528700
"Marabá Paulista";"2017";"133";"133";"-";"391";"140";"251";"-";"122";"122";"-";"-";"5";"4";"1";"-";3528700
"Marabá Paulista";"2018";"114";"114";"";"418";"146";"272";"";"117";"117";"";"";"4";"1";"3";"";3528700
"Maracaí";"2014";"471";"418";"53";"1671";"655";"888";"128";"530";"488";"-";"42";"-";"-";"-";"-";3528809
"Maracaí";"2015";"463";"417";"46";"1638";"670";"840";"128";"417";"372";"-";"45";"23";"11";"12";"-";3528809
"Maracaí";"2016";"524";"485";"39";"1644";"726";"795";"123";"410";"375";"-";"35";"30";"15";"15";"-";3528809
"Maracaí";"2017";"538";"498";"40";"1668";"753";"786";"129";"393";"363";"-";"30";"33";"17";"16";"-";3528809
"Maracaí";"2018";"565";"520";"45";"1603";"712";"761";"130";"437";"408";"";"29";"37";"16";"21";"";3528809
"Marapoama";"2014";"144";"121";"23";"267";"130";"137";"-";"98";"98";"-";"-";"-";"-";"-";"-";3528858
"Marapoama";"2015";"130";"108";"22";"267";"126";"141";"-";"83";"83";"-";"-";"12";"8";"4";"-";3528858
"Marapoama";"2016";"119";"103";"16";"278";"121";"157";"-";"98";"98";"-";"-";"20";"14";"6";"-";3528858
"Marapoama";"2017";"146";"125";"21";"281";"127";"154";"-";"110";"110";"-";"-";"16";"13";"3";"-";3528858
"Marapoama";"2018";"140";"125";"15";"293";"134";"159";"";"98";"98";"";"";"13";"12";"1";"";3528858
"Mariápolis";"2014";"113";"113";"-";"386";"173";"213";"-";"124";"124";"-";"-";"-";"-";"-";"-";3528908
"Mariápolis";"2015";"90";"90";"-";"339";"144";"195";"-";"109";"109";"-";"-";"5";"2";"3";"-";3528908
"Mariápolis";"2016";"123";"123";"-";"324";"131";"193";"-";"113";"113";"-";"-";"9";"4";"5";"-";3528908
"Mariápolis";"2017";"130";"130";"-";"344";"151";"193";"-";"71";"71";"-";"-";"9";"5";"4";"-";3528908
"Mariápolis";"2018";"138";"138";"";"332";"157";"175";"";"71";"71";"";"";"8";"4";"4";"";3528908
"Marília";"2014";"11034";"9165";"1843";"25909";"11471";"8053";"6385";"10032";"7416";"-";"2616";"225";"8";"5";"212";3529005
"Marília";"2015";"11429";"9531";"1878";"24826";"10185";"7846";"6795";"9976";"7302";"-";"2674";"732";"236";"202";"294";3529005
"Marília";"2016";"11779";"9746";"2018";"24922";"9952";"7876";"7094";"9986";"7316";"-";"2670";"817";"285";"243";"289";3529005
"Marília";"2017";"11709";"9681";"2010";"24885";"9846";"7960";"7079";"9292";"6677";"-";"2615";"864";"317";"256";"291";3529005
"Marília";"2018";"11662";"9559";"2086";"25995";"10409";"7995";"7591";"7568";"5317";"";"2251";"927";"363";"239";"325";3529005
"Marinópolis";"2014";"95";"95";"-";"226";"113";"113";"-";"100";"100";"-";"-";"-";"-";"-";"-";3529104
"Marinópolis";"2015";"96";"96";"-";"212";"102";"110";"-";"85";"85";"-";"-";"7";"2";"5";"-";3529104
"Marinópolis";"2016";"93";"93";"-";"214";"101";"113";"-";"98";"98";"-";"-";"5";"1";"4";"-";3529104
"Marinópolis";"2017";"89";"89";"-";"191";"97";"94";"-";"93";"93";"-";"-";"7";"2";"5";"-";3529104
"Marinópolis";"2018";"84";"84";"";"188";"85";"103";"";"78";"78";"";"";"5";"-";"5";"";3529104
"Martinópolis";"2014";"1154";"921";"233";"2652";"956";"1548";"148";"1069";"1017";"-";"52";"62";"-";"-";"62";3529203
"Martinópolis";"2015";"1191";"928";"263";"2692";"937";"1564";"191";"1058";"1004";"-";"54";"132";"30";"39";"63";3529203
"Martinópolis";"2016";"1228";"908";"320";"2855";"1011";"1546";"298";"850";"773";"-";"77";"122";"32";"28";"62";3529203
"Martinópolis";"2017";"1189";"874";"315";"2895";"1032";"1475";"388";"785";"681";"-";"104";"122";"51";"28";"43";3529203
"Martinópolis";"2018";"1166";"852";"314";"2864";"1000";"1447";"417";"712";"599";"";"113";"127";"54";"21";"52";3529203
"Matão";"2014";"3738";"3002";"736";"9131";"5368";"2411";"1352";"3630";"2853";"354";"423";"196";"-";"-";"196";3529302
"Matão";"2015";"3802";"3104";"698";"8875";"5044";"2353";"1478";"3377";"2625";"340";"412";"350";"82";"95";"173";3529302
"Matão";"2016";"3725";"3024";"701";"8971";"4869";"2606";"1496";"3394";"2640";"325";"325";"381";"113";"103";"162";3529302
"Matão";"2017";"3737";"3070";"667";"8980";"4817";"2655";"1508";"3018";"2241";"312";"272";"392";"117";"113";"159";3529302
"Matão";"2018";"3712";"3056";"656";"8805";"4677";"2564";"1564";"3025";"2100";"340";"253";"410";"122";"127";"155";3529302
"Mauá";"2014";"15949";"11989";"3960";"52353";"41974";"3312";"7067";"19887";"17990";"-";"1897";"196";"-";"-";"196";3529401
"Mauá";"2015";"16472";"12806";"3666";"50644";"40270";"3030";"7344";"19338";"17337";"-";"2001";"1400";"857";"236";"307";3529401
"Mauá";"2016";"16961";"13383";"3578";"49806";"39817";"2692";"7297";"18600";"16696";"-";"1904";"1477";"900";"250";"327";3529401
"Mauá";"2017";"17398";"13730";"3668";"49059";"38926";"2742";"7391";"17139";"15422";"-";"1717";"1522";"977";"214";"331";3529401
"Mauá";"2018";"18611";"15076";"3535";"49088";"39128";"2554";"7406";"16048";"14356";"";"1692";"1540";"1058";"191";"291";3529401
"Mendonça";"2014";"265";"265";"-";"551";"256";"295";"-";"193";"193";"-";"-";"-";"-";"-";"-";3529500
"Mendonça";"2015";"282";"282";"-";"581";"250";"331";"-";"170";"170";"-";"-";"12";"6";"6";"-";3529500
"Mendonça";"2016";"267";"267";"-";"570";"237";"333";"-";"200";"200";"-";"-";"14";"7";"7";"-";3529500
"Mendonça";"2017";"274";"274";"-";"587";"232";"355";"-";"186";"186";"-";"-";"18";"7";"11";"-";3529500
"Mendonça";"2018";"282";"282";"";"614";"250";"364";"";"203";"203";"";"";"23";"9";"14";"";3529500
"Meridiano";"2014";"225";"225";"-";"468";"216";"252";"-";"152";"152";"-";"-";"-";"-";"-";"-";3529609
"Meridiano";"2015";"228";"228";"-";"460";"223";"237";"-";"151";"151";"-";"-";"11";"2";"9";"-";3529609
"Meridiano";"2016";"233";"233";"-";"480";"205";"275";"-";"129";"129";"-";"-";"9";"3";"6";"-";3529609
"Meridiano";"2017";"234";"234";"-";"471";"203";"268";"-";"129";"129";"-";"-";"11";"4";"7";"-";3529609
"Meridiano";"2018";"246";"246";"";"508";"209";"299";"";"116";"116";"";"";"9";"3";"6";"";3529609
"Mesópolis";"2014";"128";"128";"-";"240";"118";"122";"-";"73";"73";"-";"-";"-";"-";"-";"-";3529658
"Mesópolis";"2015";"124";"124";"-";"233";"91";"142";"-";"76";"76";"-";"-";"3";"1";"2";"-";3529658
"Mesópolis";"2016";"114";"114";"-";"231";"76";"155";"-";"71";"71";"-";"-";"2";"-";"2";"-";3529658
"Mesópolis";"2017";"110";"110";"-";"257";"78";"179";"-";"74";"74";"-";"-";"2";"-";"2";"-";3529658
"Mesópolis";"2018";"122";"122";"";"257";"84";"173";"";"58";"58";"";"";"5";"-";"5";"";3529658
"Miguelópolis";"2014";"806";"661";"145";"2683";"-";"2514";"169";"756";"756";"-";"-";"62";"-";"-";"62";3529708
"Miguelópolis";"2015";"814";"674";"140";"2623";"-";"2392";"231";"709";"709";"-";"-";"128";"1";"50";"77";3529708
"Miguelópolis";"2016";"797";"650";"147";"2584";"-";"2351";"233";"720";"720";"-";"-";"135";"2";"57";"76";3529708
"Miguelópolis";"2017";"763";"648";"115";"2486";"-";"2281";"205";"683";"683";"-";"-";"130";"5";"83";"42";3529708
"Miguelópolis";"2018";"732";"632";"100";"2362";"";"2148";"214";"644";"644";"";"";"121";"7";"75";"39";3529708
"Mineiros do Tietê";"2014";"526";"502";"24";"1506";"622";"777";"107";"548";"537";"-";"11";"45";"-";"45";"-";3529807
"Mineiros do Tietê";"2015";"481";"458";"23";"1453";"584";"756";"113";"443";"437";"-";"6";"59";"35";"23";"1";3529807
"Mineiros do Tietê";"2016";"476";"452";"24";"1508";"653";"750";"105";"430";"424";"-";"6";"53";"37";"16";"-";3529807
"Mineiros do Tietê";"2017";"521";"493";"28";"1473";"605";"770";"98";"382";"382";"-";"-";"50";"32";"18";"-";3529807
"Mineiros do Tietê";"2018";"516";"503";"13";"1422";"581";"745";"96";"322";"322";"";"-";"35";"22";"13";"-";3529807
"Mira Estrela";"2014";"148";"148";"-";"297";"137";"160";"-";"103";"103";"-";"-";"-";"-";"-";"-";3530003
"Mira Estrela";"2015";"173";"173";"-";"298";"129";"169";"-";"82";"82";"-";"-";"6";"2";"4";"-";3530003
"Mira Estrela";"2016";"162";"162";"-";"312";"131";"181";"-";"98";"98";"-";"-";"3";"2";"1";"-";3530003
"Mira Estrela";"2017";"165";"165";"-";"298";"126";"172";"-";"99";"99";"-";"-";"3";"3";"-";"-";3530003
"Mira Estrela";"2018";"152";"152";"";"303";"133";"170";"";"86";"86";"";"";"5";"2";"3";"";3530003
"Miracatu";"2014";"730";"706";"17";"3375";"1641";"1679";"55";"1040";"1021";"-";"19";"79";"-";"-";"79";3529906
"Miracatu";"2015";"782";"766";"16";"3199";"1411";"1652";"136";"1051";"1040";"-";"11";"116";"27";"16";"73";3529906
"Miracatu";"2016";"814";"793";"19";"3159";"1341";"1680";"138";"990";"990";"-";"-";"132";"33";"30";"69";3529906
"Miracatu";"2017";"809";"784";"17";"3113";"1326";"1650";"137";"981";"981";"-";"-";"130";"38";"26";"66";3529906
"Miracatu";"2018";"813";"790";"21";"2996";"1293";"1574";"129";"939";"939";"";"-";"113";"45";"24";"44";3529906
"Mirandópolis";"2014";"771";"736";"35";"2700";"966";"1075";"659";"969";"707";"-";"262";"88";"-";"9";"79";3530102
"Mirandópolis";"2015";"692";"669";"23";"2647";"849";"1158";"640";"965";"740";"-";"225";"118";"24";"20";"74";3530102
"Mirandópolis";"2016";"686";"667";"19";"2703";"891";"1170";"642";"932";"724";"-";"208";"122";"23";"20";"79";3530102
"Mirandópolis";"2017";"844";"700";"144";"2684";"838";"1209";"637";"885";"685";"-";"200";"118";"25";"19";"74";3530102
"Mirandópolis";"2018";"832";"689";"143";"2659";"808";"1211";"640";"796";"606";"";"190";"120";"26";"28";"66";3530102
"Mirante do Paranapanema";"2014";"731";"683";"48";"2080";"1399";"585";"96";"794";"794";"-";"-";"-";"-";"-";"-";3530201
"Mirante do Paranapanema";"2015";"691";"668";"23";"2007";"1318";"596";"93";"788";"788";"-";"-";"88";"76";"12";"-";3530201
"Mirante do Paranapanema";"2016";"746";"712";"34";"1956";"1245";"616";"95";"758";"758";"-";"-";"88";"75";"12";"1";3530201
"Mirante do Paranapanema";"2017";"775";"746";"29";"1905";"1243";"616";"46";"744";"744";"-";"-";"84";"73";"11";"-";3530201
"Mirante do Paranapanema";"2018";"787";"750";"37";"1834";"1167";"637";"30";"707";"707";"";"";"87";"74";"13";"-";3530201
"Mirassol";"2014";"2545";"1781";"764";"6546";"2571";"2809";"1166";"2180";"1917";"-";"263";"143";"-";"-";"143";3530300
"Mirassol";"2015";"2693";"2070";"623";"6486";"2324";"2942";"1220";"2039";"1751";"-";"288";"237";"65";"63";"109";3530300
"Mirassol";"2016";"2633";"2014";"619";"6353";"2325";"2862";"1166";"2165";"1895";"-";"270";"270";"77";"84";"109";3530300
"Mirassol";"2017";"2678";"2095";"583";"6203";"2223";"2813";"1167";"2150";"1903";"-";"247";"264";"86";"72";"106";3530300
"Mirassol";"2018";"2624";"1993";"631";"6279";"2271";"2847";"1161";"2059";"1835";"";"224";"278";"111";"65";"102";3530300
"Mirassolândia";"2014";"248";"248";"-";"503";"222";"281";"-";"139";"139";"-";"-";"-";"-";"-";"-";3530409
"Mirassolândia";"2015";"232";"232";"-";"492";"213";"279";"-";"128";"128";"-";"-";"7";"5";"2";"-";3530409
"Mirassolândia";"2016";"228";"228";"-";"499";"225";"274";"-";"131";"131";"-";"-";"13";"6";"7";"-";3530409
"Mirassolândia";"2017";"199";"199";"-";"505";"212";"293";"-";"127";"127";"-";"-";"17";"10";"7";"-";3530409
"Mirassolândia";"2018";"229";"229";"";"533";"230";"303";"";"120";"120";"";"";"20";"12";"8";"";3530409
"Mococa";"2014";"3143";"2640";"503";"8205";"4342";"2229";"1634";"2902";"2132";"292";"478";"210";"-";"-";"210";3530508
"Mococa";"2015";"3100";"2599";"501";"8126";"3977";"2327";"1822";"2817";"2098";"266";"453";"457";"218";"31";"208";3530508
"Mococa";"2016";"3181";"2717";"464";"8025";"3787";"2357";"1881";"2900";"2218";"259";"423";"481";"231";"52";"198";3530508
"Mococa";"2017";"3168";"2709";"459";"7775";"3568";"2323";"1884";"2927";"2252";"234";"441";"475";"255";"62";"158";3530508
"Mococa";"2018";"3141";"2664";"477";"7614";"3358";"2346";"1910";"2908";"2246";"233";"429";"462";"243";"80";"139";3530508
"Mogi das Cruzes";"2014";"20540";"9155";"11385";"57109";"24940";"21195";"10974";"20892";"17899";"-";"2993";"649";"4";"54";"591";3530607
"Mogi das Cruzes";"2015";"21865";"9162";"12703";"56317";"22637";"21961";"11719";"20424";"17295";"-";"3129";"1910";"789";"421";"700";3530607
"Mogi das Cruzes";"2016";"22427";"9253";"13174";"56002";"20001";"24340";"11661";"21127";"17826";"-";"3301";"2060";"832";"570";"658";3530607
"Mogi das Cruzes";"2017";"22993";"8984";"14009";"55495";"19174";"24739";"11582";"20459";"17323";"-";"3136";"2158";"866";"648";"644";3530607
"Mogi das Cruzes";"2018";"22989";"8702";"14287";"55951";"18959";"25424";"11568";"19652";"16621";"";"3031";"2174";"894";"674";"606";3530607
"Mogi Guaçu";"2014";"5656";"4290";"1366";"17999";"2780";"12547";"2672";"5916";"4853";"379";"684";"336";"-";"-";"336";3530706
"Mogi Guaçu";"2015";"5805";"4266";"1539";"18412";"3126";"12347";"2939";"5083";"3983";"382";"718";"731";"137";"267";"327";3530706
"Mogi Guaçu";"2016";"5980";"4328";"1652";"18359";"3223";"12120";"3016";"4993";"3890";"406";"697";"719";"150";"303";"266";3530706
"Mogi Guaçu";"2017";"5962";"4160";"1802";"18396";"3286";"11934";"3176";"4930";"3876";"403";"651";"744";"161";"336";"247";3530706
"Mogi Guaçu";"2018";"6332";"4141";"2191";"18256";"3162";"11815";"3279";"5254";"4242";"386";"626";"721";"195";"303";"223";3530706
"Mogi Mirim";"2014";"3793";"3021";"772";"10775";"3332";"5879";"1564";"3554";"3303";"-";"251";"172";"-";"2";"170";3530805
"Mogi Mirim";"2015";"3930";"3083";"847";"10349";"2863";"5720";"1766";"3673";"3374";"-";"299";"419";"73";"218";"128";3530805
"Mogi Mirim";"2016";"3825";"2919";"906";"10208";"2690";"5721";"1797";"3811";"3490";"-";"321";"429";"78";"220";"131";3530805
"Mogi Mirim";"2017";"3983";"2966";"1017";"10046";"2509";"5707";"1830";"3775";"3470";"-";"305";"572";"118";"332";"122";3530805
"Mogi Mirim";"2018";"4514";"3436";"1078";"9749";"2364";"5513";"1872";"3513";"3208";"";"305";"597";"131";"348";"118";3530805
"Mombuca";"2014";"201";"201";"-";"544";"-";"544";"-";"150";"150";"-";"-";"-";"-";"-";"-";3530904
"Mombuca";"2015";"209";"209";"-";"535";"-";"535";"-";"154";"154";"-";"-";"10";"1";"9";"-";3530904
"Mombuca";"2016";"194";"194";"-";"539";"-";"539";"-";"150";"150";"-";"-";"10";"-";"10";"-";3530904
"Mombuca";"2017";"207";"207";"-";"541";"-";"541";"-";"112";"112";"-";"-";"10";"-";"10";"-";3530904
"Mombuca";"2018";"214";"214";"";"552";"";"552";"";"136";"136";"";"";"11";"-";"11";"";3530904
"Mongaguá";"2014";"2624";"2407";"215";"8348";"89";"7657";"602";"2792";"2651";"-";"141";"59";"-";"1";"58";3531100
"Mongaguá";"2015";"2657";"2448";"205";"8201";"111";"7475";"615";"2590";"2486";"-";"104";"218";"34";"113";"71";3531100
"Mongaguá";"2016";"2743";"2563";"175";"8610";"94";"7882";"634";"2842";"2728";"-";"114";"293";"33";"190";"70";3531100
"Mongaguá";"2017";"2664";"2491";"168";"8439";"88";"7763";"588";"2754";"2649";"-";"105";"310";"36";"206";"68";3531100
"Mongaguá";"2018";"2501";"2342";"154";"8454";"91";"7748";"615";"2626";"2509";"";"117";"315";"50";"203";"62";3531100
"Monte Alegre do Sul";"2014";"267";"267";"-";"852";"-";"852";"-";"343";"343";"-";"-";"-";"-";"-";"-";3531209
"Monte Alegre do Sul";"2015";"234";"234";"-";"846";"-";"846";"-";"364";"364";"-";"-";"10";"1";"9";"-";3531209
"Monte Alegre do Sul";"2016";"225";"225";"-";"878";"-";"878";"-";"419";"419";"-";"-";"7";"-";"7";"-";3531209
"Monte Alegre do Sul";"2017";"249";"249";"-";"898";"-";"898";"-";"413";"413";"-";"-";"11";"2";"9";"-";3531209
"Monte Alegre do Sul";"2018";"275";"275";"";"831";"";"831";"";"405";"405";"";"";"13";"5";"8";"";3531209
"Monte Alto";"2014";"1888";"1631";"257";"4988";"1002";"2830";"1156";"1790";"1398";"-";"392";"118";"-";"-";"118";3531308
"Monte Alto";"2015";"1851";"1585";"266";"4956";"902";"2758";"1296";"1728";"1345";"-";"383";"207";"21";"50";"136";3531308
"Monte Alto";"2016";"1911";"1640";"271";"4887";"890";"2682";"1315";"1729";"1362";"-";"367";"212";"30";"58";"124";3531308
"Monte Alto";"2017";"2036";"1737";"299";"4733";"773";"2686";"1274";"1641";"1260";"-";"381";"154";"32";"57";"65";3531308
"Monte Alto";"2018";"2054";"1754";"300";"4709";"741";"2721";"1247";"1629";"1253";"";"376";"148";"33";"51";"64";3531308
"Monte Aprazível";"2014";"825";"677";"148";"2405";"202";"1806";"397";"858";"746";"-";"112";"116";"-";"-";"116";3531407
"Monte Aprazível";"2015";"819";"659";"160";"2507";"146";"1853";"508";"866";"750";"-";"116";"206";"17";"84";"105";3531407
"Monte Aprazível";"2016";"853";"727";"126";"2509";"167";"1835";"507";"883";"778";"-";"105";"261";"30";"116";"115";3531407
"Monte Aprazível";"2017";"887";"746";"141";"2409";"164";"1770";"475";"888";"776";"-";"112";"282";"37";"131";"114";3531407
